Similarity,Ground Truth
0.14851688,0.0
0.48173612,1.0
0.11581601,0.0
0.21031526,0.0
0.15929917,0.0
0.60595876,0.0
0.2225512,0.0
0.031167474,0.0
0.7116602,1.0
0.10726543,0.0
0.3631686,0.0
0.10625099,0.0
0.4227072,0.0
0.4366218,1.0
0.66272616,1.0
0.41466823,0.0
0.44193813,0.0
0.123050734,0.0
0.7097937,1.0
0.45882472,0.0
0.6468265,1.0
0.86760765,1.0
0.22508553,0.0
0.76938474,1.0
0.9133009,1.0
0.7911459,1.0
0.68156797,0.0
0.28527126,0.0
0.35817346,1.0
0.51353,0.0
0.7725729,1.0
1.0846611,1.0
0.50577277,1.0
0.08295928,0.0
0.83562124,1.0
0.9381442,1.0
0.27711993,0.0
0.4386179,1.0
0.22164515,0.0
0.019690925,0.0
0.44237402,1.0
0.7540715,1.0
0.6323284,1.0
0.6903622,1.0
0.8264566,1.0
-0.113244876,0.0
0.640132,1.0
0.29513612,0.0
0.7282762,1.0
0.45648974,1.0
0.19365811,0.0
0.53603154,1.0
0.3818289,0.0
0.91916597,1.0
0.6517495,0.0
0.76420385,1.0
0.26294476,0.0
0.50912505,0.0
0.27551013,1.0
0.08480318,0.0
0.79212725,1.0
0.914636,1.0
0.070815794,0.0
0.44303775,0.0
0.66666746,1.0
0.78199375,1.0
0.6570057,1.0
0.50184846,0.0
-0.0810255,0.0
0.33413437,0.0
0.78006124,1.0
0.6838782,1.0
0.73253745,1.0
-0.10818914,0.0
0.5723905,1.0
0.44211206,0.0
-0.0017911214,0.0
0.4922716,1.0
0.6313604,1.0
0.58242714,1.0
0.49517617,1.0
0.3770335,0.0
0.5037178,0.0
0.31780142,0.0
0.19373691,0.0
0.22931941,0.0
0.60542965,0.0
-0.031514022,0.0
0.026787028,0.0
0.5519234,1.0
-0.12169847,0.0
0.07677683,0.0
0.46427104,0.0
0.5889445,0.0
0.44046986,1.0
0.67619604,1.0
0.61572963,1.0
0.36622378,1.0
0.6052859,1.0
0.3717058,1.0
0.6409539,1.0
-0.13349913,0.0
0.40151873,0.0
0.8758582,1.0
0.49727604,1.0
0.8647728,1.0
0.63301814,1.0
0.29994136,1.0
0.7406964,1.0
0.2936199,0.0
0.38740394,1.0
0.70189095,1.0
0.15722755,0.0
-0.017936036,0.0
0.5160757,1.0
0.14572886,0.0
0.15110295,0.0
0.56044346,1.0
0.8052094,1.0
0.13012484,0.0
0.43737787,0.0
0.49232823,1.0
0.2880353,0.0
0.70228016,1.0
0.69529563,1.0
0.41110444,1.0
0.7792685,0.0
0.8411865,1.0
0.84513354,1.0
0.47690547,0.0
0.80158925,1.0
0.591293,1.0
0.61189324,0.0
0.6237713,1.0
0.69487053,0.0
0.8563464,1.0
0.69021773,1.0
0.13101944,0.0
0.6182024,1.0
0.49489623,0.0
0.20607871,0.0
0.26772955,1.0
0.22464466,0.0
0.40212828,0.0
0.42076182,0.0
0.43630525,0.0
0.81891084,1.0
0.304773,0.0
0.28754753,1.0
0.880284,1.0
0.72234756,1.0
0.6199284,0.0
0.6319452,1.0
0.4187314,0.0
0.09024647,1.0
0.8677727,0.0
0.49572042,1.0
0.44172654,1.0
0.39526665,1.0
0.49100453,1.0
0.7381855,0.0
0.3223271,0.0
0.40164793,1.0
0.34951377,0.0
0.45751926,1.0
0.35809845,0.0
0.233994,0.0
0.7570903,1.0
0.41975626,0.0
0.5648689,1.0
0.48743302,1.0
-0.00798123,0.0
0.028301686,0.0
0.32201388,1.0
0.65885574,1.0
1.0206606,1.0
0.50413,1.0
0.31652716,0.0
0.7371883,1.0
0.7070127,1.0
0.9613276,1.0
0.31460288,0.0
0.07535897,0.0
-0.052367914,0.0
0.7833704,1.0
0.2519755,0.0
0.6590512,1.0
0.6452391,1.0
0.45751938,1.0
0.71322525,0.0
0.16026409,0.0
-0.012365427,0.0
0.32245123,0.0
0.43055516,0.0
0.3940662,0.0
0.33102646,0.0
0.4847454,1.0
0.16038853,0.0
0.32527795,1.0
0.43687192,1.0
0.18494454,0.0
0.38201448,0.0
0.35450953,0.0
0.62072086,1.0
0.3042869,0.0
0.6468476,1.0
0.7993737,1.0
0.73645085,1.0
0.2991167,1.0
0.6297998,1.0
0.59757996,0.0
0.5855855,1.0
0.33766732,0.0
0.11494747,0.0
0.57560724,1.0
0.5628849,1.0
0.5112638,0.0
0.42943043,0.0
0.36418965,1.0
0.5399056,1.0
0.8379126,1.0
1.0088642,1.0
0.43845323,0.0
0.6744772,1.0
0.44536138,0.0
0.7665371,1.0
0.19963478,0.0
0.8679295,1.0
0.5501946,1.0
0.5995207,0.0
0.4110232,0.0
0.1305008,0.0
0.246071,0.0
-0.13970055,0.0
0.6083556,1.0
0.4956792,0.0
0.8592595,1.0
0.34136003,0.0
0.77807873,1.0
0.73222405,0.0
0.25589105,0.0
0.41657436,0.0
0.2868034,0.0
0.028057232,0.0
0.5009635,1.0
0.7482966,1.0
0.8505357,1.0
0.29738253,0.0
0.74946207,1.0
0.4250581,1.0
0.45760652,1.0
0.35974786,1.0
0.6646863,1.0
0.20620242,0.0
0.16271123,0.0
0.18252142,1.0
0.35334745,1.0
0.79133356,0.0
0.32938993,0.0
0.41896203,0.0
0.50428927,1.0
0.6760748,1.0
0.49418572,0.0
0.6364063,0.0
0.6104595,1.0
0.743334,1.0
0.352464,0.0
0.4270224,1.0
0.5003969,1.0
0.6604513,1.0
-0.001465274,0.0
0.7355732,1.0
1.1097449,1.0
0.40394822,0.0
0.09785868,0.0
0.3337247,0.0
0.36475244,0.0
0.37531197,1.0
0.75245184,1.0
0.1236147,0.0
0.2089502,0.0
-0.08022674,0.0
0.16730954,0.0
0.2617169,0.0
0.1461782,0.0
0.15225792,0.0
0.7310722,1.0
0.55916226,0.0
0.715317,1.0
0.4011563,0.0
0.66679835,1.0
0.5739546,1.0
0.5182367,0.0
0.892046,1.0
0.41874987,0.0
0.83999175,1.0
0.37628874,0.0
1.0253979,1.0
0.86719084,1.0
0.58222187,1.0
0.7655697,1.0
0.5425758,0.0
0.39333224,0.0
0.7729874,1.0
0.41730863,1.0
0.35698113,0.0
0.5940436,1.0
0.4378752,0.0
0.34054983,0.0
0.3728558,0.0
0.5538293,0.0
0.24208978,0.0
0.23056757,0.0
0.35342526,0.0
0.5953398,1.0
0.06633291,0.0
0.7153943,1.0
0.539467,1.0
-0.15565081,0.0
0.40836632,0.0
0.13548678,0.0
-0.07678259,0.0
-0.070219025,0.0
0.26323235,0.0
0.12927808,0.0
0.4124543,0.0
0.73813206,0.0
0.64856035,1.0
0.7188918,1.0
0.46775395,0.0
0.397821,0.0
0.42401975,0.0
0.5565098,1.0
0.5551641,0.0
1.0088677,1.0
0.80952364,1.0
0.89040184,1.0
0.37714195,0.0
0.39462537,0.0
0.35210136,0.0
0.5457647,0.0
0.40453053,0.0
0.0388717,0.0
0.7603417,1.0
0.7038056,1.0
0.52108055,1.0
0.73626304,1.0
0.8241394,1.0
0.35211682,0.0
0.5445788,0.0
0.70981395,1.0
0.97580266,1.0
0.8493162,1.0
0.49297914,1.0
0.6947646,1.0
-0.047591545,0.0
0.6709532,0.0
0.25506005,0.0
0.6590502,1.0
0.55824006,1.0
0.658272,0.0
0.7705146,1.0
0.76802915,1.0
0.4417854,1.0
0.062105842,0.0
0.6871835,1.0
0.069613725,0.0
0.5648078,1.0
0.6483569,1.0
0.7801097,1.0
0.13753386,0.0
0.35935968,0.0
0.46383303,1.0
0.53558487,0.0
0.45007724,0.0
0.26497212,0.0
-0.018735278,1.0
0.11655986,0.0
0.49424922,1.0
0.61947775,1.0
0.4020791,0.0
0.79271835,1.0
0.57379174,1.0
0.7622025,1.0
0.509899,0.0
0.20191383,0.0
0.577011,1.0
0.34160867,1.0
0.120372884,0.0
0.6356042,1.0
0.54880786,1.0
0.048205853,0.0
0.43231034,0.0
0.30448487,0.0
0.72035056,1.0
0.7638447,1.0
0.33167875,0.0
0.3782083,0.0
0.3135893,0.0
0.3850239,0.0
0.14992602,0.0
0.542564,0.0
0.4277588,1.0
0.31875572,0.0
0.62745196,1.0
0.561237,1.0
0.33501965,0.0
0.49960023,0.0
0.5153052,1.0
0.5423934,0.0
0.7885368,1.0
0.264811,1.0
0.6419987,1.0
0.77915967,1.0
0.23749883,0.0
0.81145376,1.0
0.4406196,0.0
0.6768455,1.0
-0.0959371,0.0
0.41761503,1.0
0.6700105,1.0
0.3150601,0.0
0.42901495,1.0
0.5502498,0.0
0.6023532,0.0
0.78651184,1.0
0.43117672,1.0
0.7247136,1.0
0.32390523,0.0
0.80053765,1.0
0.5535022,1.0
0.49702525,1.0
0.32036424,1.0
0.32915142,1.0
0.74092793,1.0
0.67795825,1.0
0.9076311,1.0
0.65806234,1.0
-0.03933073,0.0
0.5314871,0.0
0.92095476,1.0
0.5316583,0.0
0.46451035,1.0
0.65970784,1.0
0.66402394,1.0
0.81706464,1.0
0.51951534,1.0
0.6882058,0.0
0.2197775,0.0
0.40202424,0.0
0.39841342,0.0
0.72420615,1.0
0.44887206,0.0
0.3247983,0.0
0.55106163,1.0
0.7340007,1.0
0.5447063,1.0
0.6975738,1.0
0.23462656,0.0
0.6663145,1.0
-0.22304964,0.0
0.90604055,0.0
0.81867814,1.0
0.2173716,0.0
0.3278026,0.0
0.49733537,1.0
0.84849155,1.0
0.90017426,1.0
0.5109802,0.0
0.5358925,1.0
-0.057761423,0.0
0.9114732,1.0
0.6212335,0.0
0.36920506,0.0
0.56221616,1.0
0.6611061,1.0
0.7572883,1.0
0.9734376,1.0
0.6297151,1.0
0.80204874,1.0
0.68889624,1.0
0.8082317,1.0
0.87914205,1.0
0.47819304,1.0
0.056752864,0.0
0.39405045,1.0
0.7578803,1.0
0.17923912,0.0
0.6901849,1.0
0.63622284,1.0
0.42428783,0.0
0.7364817,1.0
0.77364683,1.0
0.40571293,0.0
0.5935479,1.0
0.08106531,0.0
0.2568251,0.0
0.21283993,0.0
0.9190548,1.0
0.63176113,1.0
0.2567272,0.0
0.23011635,0.0
0.36518183,0.0
0.48832592,0.0
0.26487422,1.0
0.6283928,1.0
0.67095,1.0
0.2946235,0.0
0.74812835,1.0
0.65662915,1.0
0.7802162,1.0
0.21931413,0.0
0.3786013,0.0
-0.023594826,0.0
0.5966999,1.0
0.7045729,1.0
0.40385085,0.0
0.9713737,1.0
0.58989847,0.0
0.21779016,0.0
0.10770196,0.0
0.45779136,1.0
0.66941,1.0
0.19088891,0.0
0.2766862,0.0
0.720344,0.0
0.6826458,0.0
0.17485791,0.0
0.6162712,1.0
0.34670568,0.0
0.7451318,1.0
1.0875088,1.0
0.2286579,0.0
0.5356819,0.0
0.28085926,0.0
0.62793165,1.0
0.31823322,0.0
0.61559385,0.0
0.17937675,0.0
0.29659075,0.0
0.5501487,1.0
0.2753765,0.0
0.35918862,0.0
0.34470487,0.0
-0.017960913,0.0
0.3663489,0.0
0.0812062,0.0
0.46729553,1.0
0.5257602,0.0
0.45694423,0.0
0.11239211,0.0
0.5564512,1.0
0.27063268,0.0
0.23315884,0.0
0.7154748,1.0
0.76883346,1.0
0.1844081,0.0
0.43668354,0.0
0.13295673,1.0
0.3456452,0.0
0.5155954,1.0
0.47031876,1.0
0.28571218,0.0
0.036293026,0.0
0.44710743,0.0
0.8034333,0.0
0.75476456,1.0
0.15876289,0.0
0.33670336,1.0
0.3035951,0.0
0.48138765,1.0
0.41542447,0.0
0.6530743,1.0
0.6670167,1.0
0.4253122,1.0
-0.19693728,0.0
0.11417869,1.0
0.62913865,1.0
0.90171826,1.0
0.39471757,0.0
0.37139434,1.0
0.6683433,0.0
0.33015472,0.0
0.50003594,0.0
0.6974641,1.0
0.17120808,0.0
0.8176197,1.0
0.44895715,0.0
0.38017613,0.0
0.5809397,1.0
0.5077656,0.0
0.6923777,1.0
0.18419538,0.0
0.52614975,0.0
0.3889519,0.0
0.739223,1.0
0.5094844,0.0
0.40304554,1.0
0.40310153,0.0
0.698484,1.0
0.9104476,1.0
0.34953976,0.0
0.7928474,0.0
0.27465382,0.0
0.4644317,1.0
0.41840643,1.0
0.3370423,0.0
0.7033415,1.0
0.67127347,1.0
-0.23941764,0.0
0.6246686,1.0
0.7288921,1.0
0.7947664,1.0
0.98693347,1.0
0.77878875,1.0
0.63721174,1.0
0.7655455,1.0
0.26112467,0.0
-0.27622148,0.0
0.3839541,1.0
0.48309597,1.0
0.5975181,0.0
0.58302337,1.0
0.14231512,0.0
0.45810187,0.0
0.71702796,1.0
0.41629142,0.0
0.15548053,0.0
0.5491428,1.0
0.67954403,1.0
0.117806904,0.0
0.2861579,0.0
0.935827,1.0
0.74602115,1.0
0.70777154,1.0
0.3194684,0.0
0.8721904,1.0
0.34408826,0.0
0.6951659,1.0
0.6597014,1.0
0.3767529,0.0
0.46542236,0.0
0.54209405,1.0
0.23776573,0.0
0.434456,0.0
0.7723747,0.0
0.47957188,0.0
-0.040057957,0.0
0.5771264,1.0
0.5011672,1.0
0.6674249,0.0
0.8067061,1.0
0.92829275,1.0
0.18658996,0.0
0.88407695,1.0
0.62816924,1.0
0.69349086,0.0
0.71033627,1.0
0.46201918,0.0
0.049524155,0.0
0.38237828,0.0
0.6346238,0.0
0.8829941,1.0
0.2621248,0.0
0.7180266,0.0
0.7694894,1.0
0.45699337,1.0
0.38186896,0.0
0.38998103,0.0
0.37785077,1.0
0.3469991,0.0
0.06651012,0.0
0.29483223,0.0
0.7472129,1.0
0.82258636,1.0
0.6215329,1.0
-0.047166765,0.0
0.46971938,0.0
0.6463569,0.0
0.44024804,0.0
-0.12327786,0.0
0.4547812,0.0
0.033433236,0.0
0.7139136,1.0
0.57794327,0.0
0.38585055,0.0
0.021316445,0.0
0.5694423,0.0
0.6273104,1.0
0.31998,0.0
0.6023843,1.0
0.722643,1.0
0.77664196,1.0
0.59794027,1.0
0.011506769,0.0
-0.05593478,0.0
0.42773604,1.0
0.48007888,1.0
0.42885515,1.0
0.86371017,1.0
0.9859672,1.0
0.44727498,1.0
0.27305207,0.0
0.34332603,0.0
0.56847036,1.0
0.6123414,1.0
0.88588,1.0
0.34321725,0.0
0.07808696,1.0
0.5517023,0.0
0.39212206,0.0
0.6015508,1.0
0.53755736,0.0
0.2879411,0.0
0.6769887,0.0
0.7241337,1.0
0.38458645,0.0
0.5890023,0.0
0.44457176,0.0
0.28164062,1.0
0.7025689,1.0
0.8502846,1.0
0.30970988,0.0
0.536259,1.0
0.7400398,1.0
0.41521075,0.0
0.3846461,0.0
0.45119548,0.0
0.2976307,1.0
0.25313583,0.0
0.44956732,0.0
0.24764511,0.0
0.267071,0.0
0.4978076,1.0
0.8284026,1.0
0.56059194,0.0
0.676883,1.0
0.38480192,0.0
0.68472284,1.0
0.5500504,1.0
0.6055099,1.0
0.68967026,1.0
0.5297339,0.0
0.17740217,0.0
0.43857366,0.0
0.35033286,0.0
0.8590369,1.0
0.57178795,1.0
0.33676064,0.0
0.3673446,1.0
0.6536687,1.0
0.7851757,1.0
0.3685504,0.0
0.48910815,1.0
0.5578122,1.0
0.7696392,1.0
0.96231604,1.0
0.31123555,0.0
0.6953734,1.0
0.6662681,1.0
0.3474604,1.0
0.57710564,1.0
0.7109748,0.0
0.82559943,1.0
0.6838331,1.0
0.7626979,1.0
0.35963216,0.0
0.7554478,1.0
0.6523209,0.0
-0.035196256,0.0
0.4498433,1.0
0.32116193,0.0
0.4178511,0.0
0.48663166,0.0
0.5438147,1.0
0.83038425,0.0
0.18910763,0.0
0.27343798,0.0
0.3887905,0.0
0.6123347,1.0
0.6190128,1.0
0.5134436,1.0
0.9205824,1.0
0.3273134,0.0
0.40202454,1.0
0.39877525,0.0
0.5982205,1.0
0.44169113,0.0
0.23302653,0.0
0.24414515,1.0
0.6480346,1.0
0.6632933,0.0
0.2696811,0.0
0.32851845,1.0
0.29711524,0.0
0.63201946,1.0
0.53197026,0.0
0.38285965,0.0
0.113010176,0.0
0.7491914,1.0
0.8568578,1.0
0.58930075,0.0
0.4029967,1.0
0.5244356,1.0
0.32833073,0.0
0.4116764,1.0
0.5320867,1.0
0.14205945,0.0
0.7099346,1.0
0.9684611,1.0
0.42955688,0.0
0.067683205,0.0
0.57621735,1.0
0.17927176,0.0
0.4702239,1.0
0.67615926,1.0
0.2810308,0.0
-0.11652337,0.0
0.16150968,0.0
0.51536286,0.0
0.090527914,0.0
0.1637197,0.0
0.6840509,1.0
0.6958758,1.0
0.4735763,1.0
0.2776501,0.0
0.83571386,1.0
0.64847344,0.0
0.35112923,0.0
0.63348484,1.0
0.382226,0.0
0.33002552,0.0
0.91171354,1.0
0.39638942,0.0
0.26230285,0.0
0.8440196,1.0
0.7369536,1.0
0.48783815,1.0
0.29167753,0.0
0.7666335,1.0
0.17777747,0.0
0.44452554,0.0
0.65921104,1.0
0.6361283,0.0
0.64313924,0.0
0.4901862,1.0
0.35422516,1.0
0.7052886,1.0
0.533358,1.0
0.26036832,1.0
0.7213436,1.0
0.0686292,0.0
0.7926329,1.0
0.887604,1.0
0.55881375,1.0
0.55532825,0.0
0.28107053,0.0
0.09765267,0.0
0.46856964,0.0
0.7010716,1.0
0.8428334,1.0
0.3840301,0.0
0.24056919,0.0
0.050584942,0.0
0.1759094,0.0
0.32658294,0.0
0.2157794,0.0
0.4259872,1.0
0.7058362,1.0
1.0586427,1.0
0.2580273,1.0
0.5965849,1.0
0.29570556,1.0
0.57777053,0.0
-0.108196154,0.0
0.44851142,0.0
0.6042103,1.0
0.56706595,1.0
0.64143646,1.0
0.17477924,0.0
0.046480738,0.0
0.3312837,0.0
-0.0072031524,0.0
0.47850537,1.0
0.98993033,1.0
1.0490532,1.0
0.59928656,1.0
0.53165585,0.0
0.5516754,1.0
0.6837354,1.0
0.26901922,0.0
0.42552572,1.0
0.9123406,1.0
0.31679603,1.0
0.54824483,1.0
0.57398784,1.0
0.7519496,1.0
0.42136413,1.0
0.55143636,1.0
0.71655864,1.0
0.9085382,1.0
0.41460592,1.0
0.686956,1.0
0.07664468,0.0
0.47399518,0.0
0.55372566,0.0
0.815274,0.0
0.9499022,1.0
-0.10828554,0.0
0.12711084,0.0
0.68874025,0.0
0.6045583,1.0
0.42769,1.0
0.32626644,0.0
0.21189559,0.0
0.63070816,1.0
0.641601,0.0
0.5870188,1.0
0.49316567,1.0
0.43145975,1.0
0.4290167,1.0
0.11499713,0.0
0.44845468,1.0
0.18807778,1.0
0.7073926,1.0
0.46457398,1.0
0.40488783,0.0
0.53727686,1.0
0.1550753,0.0
0.387635,0.0
0.55995226,1.0
0.38785496,0.0
0.5580069,0.0
0.4942439,0.0
0.44494453,1.0
0.73631144,1.0
0.62592006,1.0
0.6580796,1.0
0.35237363,0.0
0.52724457,1.0
0.05898863,0.0
-0.032106265,0.0
0.526613,0.0
0.91389906,1.0
0.5574883,0.0
0.18391001,0.0
0.63090265,1.0
0.6801874,1.0
0.3336476,0.0
0.28533047,0.0
0.65334827,1.0
0.17601155,0.0
0.18476605,0.0
0.91965204,1.0
0.48354897,1.0
0.54024464,0.0
0.20944403,0.0
0.37264258,1.0
0.69869035,0.0
0.40485114,0.0
0.7060355,1.0
0.47259656,0.0
0.23851961,0.0
0.36893237,0.0
0.7680285,1.0
0.67556715,0.0
0.47226202,0.0
0.97860336,1.0
0.25091916,0.0
0.47068447,1.0
0.5246154,1.0
0.56062305,1.0
-0.09962436,0.0
0.3442784,1.0
0.04346758,0.0
0.7607279,1.0
0.23586074,0.0
0.6661376,0.0
0.7673345,1.0
0.45622045,0.0
0.48596758,1.0
0.74450535,1.0
0.64043933,1.0
0.40691394,1.0
0.34887755,0.0
0.5941047,1.0
0.7411551,1.0
0.28893277,0.0
0.064656444,0.0
0.5221812,1.0
0.59639,1.0
0.67432785,1.0
0.8567809,1.0
0.19602318,0.0
0.077110395,0.0
0.68797636,1.0
1.0918074,1.0
-0.07647504,0.0
0.09665422,0.0
0.68368155,1.0
0.6279075,0.0
0.45534885,1.0
0.7423947,1.0
0.4169592,1.0
0.25374687,0.0
0.041030157,0.0
0.5994493,1.0
0.088168055,0.0
0.3507884,0.0
0.31860492,0.0
0.38008422,0.0
0.56907207,1.0
0.49592626,1.0
0.54549336,1.0
0.92704535,1.0
0.7885661,1.0
0.6390759,1.0
0.29293793,0.0
0.121869765,0.0
0.26241404,1.0
0.15157756,1.0
0.52204925,1.0
0.49011287,0.0
0.76722586,0.0
0.84413266,1.0
0.6323104,0.0
0.5850963,1.0
0.33970618,0.0
0.6498067,1.0
0.35220876,0.0
0.6034645,1.0
0.44453984,0.0
0.28249902,0.0
0.5786588,1.0
0.6878771,1.0
0.7425508,1.0
0.29264832,0.0
0.5623412,1.0
0.47075546,1.0
0.034256354,0.0
0.5636778,0.0
0.42129302,0.0
