Similarity,Ground Truth
0.28343385,0.0
0.4263383,0.0
1.0645843,1.0
0.11455912,0.0
0.22615215,0.0
0.5620381,0.0
0.11907912,0.0
0.28218925,0.0
0.861913,1.0
0.8077689,1.0
0.185291,0.0
0.3207881,0.0
0.77082294,1.0
0.6789,0.0
0.75797164,1.0
0.6950141,0.0
0.34187168,0.0
0.3386541,0.0
0.44098076,1.0
0.1518249,0.0
0.72352403,1.0
0.40813738,0.0
0.37693214,0.0
0.6169024,1.0
0.4350467,0.0
0.3156703,0.0
0.015274622,0.0
0.15649357,0.0
0.6500283,0.0
0.8187129,1.0
0.78299093,1.0
0.7058977,1.0
0.6883918,1.0
0.07809409,0.0
0.26202545,0.0
0.24246915,0.0
0.43489516,0.0
0.30395478,0.0
0.8670694,1.0
0.37153068,0.0
0.5017407,0.0
0.1440605,0.0
0.6188253,1.0
0.68376577,0.0
0.54244,0.0
0.35612833,0.0
0.49315086,1.0
0.6743792,0.0
-0.07824911,0.0
0.56572354,0.0
0.092385784,0.0
0.37862584,0.0
0.7036509,1.0
0.5480324,1.0
0.3848477,0.0
0.7202654,1.0
0.32918334,0.0
0.09046091,0.0
0.5200598,1.0
0.80042535,1.0
0.9217901,1.0
0.20580779,0.0
0.612824,0.0
0.43946743,1.0
0.21209298,0.0
0.31335616,0.0
0.62524796,1.0
0.33936533,0.0
0.7347747,1.0
0.40487337,1.0
0.5593901,1.0
0.24497834,0.0
0.6596949,1.0
0.46189156,1.0
0.24145283,0.0
0.86058766,1.0
0.3422787,0.0
0.19333611,0.0
0.41347897,0.0
0.26018208,0.0
0.6835009,1.0
0.45367715,0.0
-0.0145730935,0.0
0.72448486,1.0
0.72959626,1.0
0.6480065,1.0
0.9480776,1.0
0.8683815,1.0
0.44962752,0.0
0.6806582,0.0
0.6743368,1.0
0.9166781,1.0
0.37201622,0.0
0.38936514,0.0
0.8402253,1.0
0.30732608,0.0
0.3341009,1.0
0.5169878,0.0
0.151569,0.0
0.14148147,0.0
0.47193712,1.0
0.80686367,1.0
0.82820994,1.0
0.7381592,0.0
0.7366613,1.0
0.69409895,1.0
0.18108886,0.0
0.6757844,1.0
0.6313383,1.0
0.51026046,1.0
0.558068,0.0
0.08931424,0.0
0.49470133,1.0
0.34801412,0.0
0.19766794,0.0
0.17165236,0.0
0.13989243,0.0
0.1743139,0.0
0.30638096,0.0
0.8455011,1.0
0.5159992,0.0
0.3717631,1.0
0.8815165,1.0
0.6521325,1.0
0.8979596,1.0
0.23291188,0.0
0.64706385,1.0
0.5067576,1.0
0.5127443,0.0
0.64735544,1.0
1.0562928,1.0
0.4948387,1.0
0.5563321,0.0
-0.032310076,0.0
0.45346048,0.0
0.22476888,0.0
0.73066574,1.0
0.39362574,0.0
0.38683125,0.0
0.46701744,0.0
0.8136879,1.0
0.5045618,0.0
0.28965157,0.0
0.66798645,1.0
0.11608553,1.0
0.5346024,1.0
0.95558506,1.0
0.7807593,1.0
0.43858206,0.0
0.535598,1.0
0.7927837,1.0
0.4085586,1.0
0.3105475,0.0
0.73515725,1.0
0.63106817,1.0
0.3626706,0.0
0.3366392,0.0
0.56397665,1.0
0.3422035,0.0
0.6309017,1.0
0.30364388,0.0
0.5834747,1.0
0.2183707,1.0
0.44916183,0.0
0.7125237,1.0
0.1902832,0.0
0.7913426,1.0
-0.013147311,0.0
0.36404416,0.0
0.04213097,0.0
-0.12722191,0.0
0.6942443,1.0
0.3146025,0.0
-0.08358087,0.0
0.30566585,1.0
0.46770355,0.0
0.59024674,0.0
0.86405635,1.0
0.6610116,1.0
0.6827893,1.0
0.59306985,0.0
0.7295196,1.0
0.23696533,0.0
0.47901478,0.0
0.7788795,1.0
0.41016585,1.0
0.06011732,0.0
0.5317075,0.0
0.40468007,0.0
0.16842347,0.0
0.1420312,0.0
0.40564644,0.0
0.53511745,1.0
0.6793943,1.0
0.7499246,1.0
0.73843074,1.0
0.77689326,1.0
0.28611243,1.0
0.712221,1.0
0.65105283,1.0
0.8657046,1.0
0.122586586,0.0
0.8326526,1.0
0.51960695,1.0
0.46295667,1.0
0.28433797,0.0
1.0045421,1.0
0.66381717,0.0
0.25349218,1.0
0.88734996,1.0
0.7300812,1.0
0.53928566,1.0
0.8167206,1.0
0.3314904,1.0
0.8314783,1.0
0.8231009,1.0
0.76221347,0.0
0.025095705,0.0
0.7407677,1.0
0.5875619,0.0
0.03547995,0.0
0.44104147,1.0
0.34383613,0.0
0.4793668,0.0
0.055295825,0.0
0.2680248,0.0
0.2188854,0.0
0.74755394,1.0
0.8119152,1.0
0.38343218,0.0
0.4529885,1.0
-0.09801657,0.0
0.3508759,1.0
0.5825932,0.0
0.5323862,1.0
0.95904595,1.0
0.7157477,0.0
0.51927006,0.0
0.541789,1.0
-0.0017240159,0.0
0.599151,1.0
0.6212902,1.0
0.39948803,0.0
0.19999658,0.0
0.7735264,1.0
0.85094154,1.0
0.6239056,1.0
0.7179551,1.0
0.56079984,1.0
0.5424616,1.0
0.62909174,1.0
-0.07514268,0.0
0.057533294,0.0
0.14121418,0.0
0.44427383,0.0
0.640777,1.0
0.30327255,0.0
0.24690372,1.0
0.48165524,1.0
0.29690585,0.0
0.14131735,0.0
0.18663579,0.0
0.38791466,0.0
0.8275673,1.0
0.8027409,1.0
-0.13783762,0.0
0.5750015,1.0
0.39900118,0.0
0.27231964,0.0
0.39875475,0.0
0.010701902,0.0
0.40259993,1.0
0.738966,1.0
1.0419496,1.0
0.5388083,0.0
0.5144107,0.0
0.3915916,1.0
0.5383933,0.0
0.72192574,1.0
0.7717041,1.0
0.6932866,1.0
0.70848584,1.0
0.34594673,0.0
0.69889253,1.0
0.452931,0.0
0.2842445,0.0
0.7062041,1.0
0.68814886,1.0
0.6475321,0.0
0.9348896,1.0
0.03857018,0.0
0.7023599,1.0
0.3658834,0.0
0.74903464,1.0
0.5051626,0.0
-0.010233302,0.0
0.0454065,0.0
0.5122253,1.0
0.67467266,1.0
0.76381576,1.0
0.8022307,1.0
0.46396846,0.0
0.5912467,0.0
0.2639354,0.0
0.6474552,0.0
0.4579289,0.0
0.13942488,0.0
0.20760497,0.0
0.7063822,1.0
0.63367546,0.0
0.6664303,1.0
0.15699692,0.0
0.24191898,0.0
0.031171223,0.0
-0.015318453,0.0
0.2290962,0.0
0.6272958,1.0
0.47238758,0.0
0.23215255,1.0
0.20827948,0.0
0.41100964,1.0
0.02736735,0.0
0.237445,0.0
0.48221058,1.0
0.51391435,0.0
0.7531113,0.0
0.82732964,1.0
0.32514486,0.0
0.46223918,0.0
0.9886814,1.0
0.2861822,0.0
0.81171477,1.0
0.41599077,0.0
0.6014484,0.0
0.3851371,1.0
0.24702969,0.0
0.48140076,1.0
0.48509926,1.0
0.75923157,1.0
0.98209196,1.0
0.72925526,1.0
0.445265,0.0
1.100103,1.0
0.7365997,1.0
0.46079618,0.0
-0.0063253576,0.0
0.41519168,0.0
0.051351592,0.0
0.48314875,1.0
0.50184596,1.0
0.9195631,1.0
0.44400167,0.0
0.8103879,0.0
0.90448785,1.0
0.8010792,1.0
0.9408354,1.0
0.7055367,1.0
0.6269659,1.0
0.60065407,0.0
0.608277,1.0
0.7149848,1.0
0.67478454,1.0
0.19919172,0.0
0.5020445,1.0
0.33474198,1.0
0.3410606,1.0
0.3865667,0.0
0.15124598,0.0
0.2192227,0.0
0.80488974,1.0
0.58475053,1.0
0.5146704,0.0
0.27871478,0.0
0.43361825,0.0
0.581542,0.0
0.72248673,1.0
0.7617075,1.0
0.5812186,0.0
0.749856,1.0
0.5233995,0.0
0.5085813,1.0
-0.05392967,0.0
-0.103479974,0.0
0.760354,1.0
0.33592257,0.0
0.6374872,1.0
0.7175923,1.0
0.73954624,1.0
0.8550343,1.0
0.66879475,0.0
0.52303874,0.0
0.62041986,1.0
0.42103544,0.0
0.64074403,1.0
0.8278043,1.0
0.59765166,1.0
0.6187815,1.0
0.35424644,0.0
0.2125726,0.0
0.5679685,1.0
0.55643684,1.0
0.30333704,0.0
0.08241856,0.0
0.6564768,0.0
0.18603627,0.0
0.47663426,0.0
0.45027888,0.0
0.85325384,1.0
0.13535936,0.0
0.49119943,0.0
0.8807994,1.0
1.2619046,1.0
0.5679979,0.0
-0.03671358,0.0
0.5769856,1.0
0.6081444,1.0
0.59917355,1.0
0.51237535,0.0
0.84140074,1.0
0.8830475,1.0
0.55616117,1.0
0.101950586,0.0
0.8795564,1.0
0.54222465,1.0
0.52101964,0.0
0.20920369,0.0
0.5632043,1.0
0.3325976,0.0
0.45148188,1.0
0.4165636,0.0
-0.07962777,0.0
0.9152026,1.0
0.12388577,0.0
0.6440306,1.0
0.8066515,1.0
0.45360062,0.0
0.26759002,1.0
0.4988547,1.0
0.26027775,0.0
0.39654478,0.0
0.25843412,0.0
0.21079767,0.0
0.011619048,0.0
0.71998626,1.0
0.6766484,1.0
0.6582875,0.0
0.68464625,1.0
0.017316967,0.0
0.28734705,0.0
0.87194765,1.0
0.43340045,1.0
0.76302814,1.0
0.37068737,0.0
0.56745034,0.0
0.5819511,1.0
0.90682924,1.0
1.0209016,1.0
0.5404109,0.0
0.07330499,0.0
0.72720534,1.0
0.23674946,0.0
0.18358724,0.0
0.6478833,1.0
0.2873332,0.0
0.3826812,0.0
0.46083874,1.0
0.66006184,0.0
0.6736167,1.0
0.72405034,1.0
0.7945092,1.0
0.6142295,1.0
0.15708666,0.0
0.5902588,1.0
0.4975201,0.0
0.8113827,1.0
0.58333343,0.0
0.7944919,1.0
0.39023587,0.0
-0.0019095354,0.0
0.19671994,0.0
-0.015410063,0.0
0.15320753,0.0
0.21189341,0.0
0.58113,1.0
0.8511534,1.0
0.7422393,1.0
0.71638334,1.0
0.54955304,0.0
0.24816576,0.0
0.9077708,1.0
0.2984404,0.0
0.3335673,0.0
0.39365503,1.0
0.50571275,0.0
0.06489008,0.0
0.6441222,1.0
0.7928555,1.0
0.46506357,1.0
0.7579889,1.0
0.63190615,1.0
0.5106569,0.0
0.46983182,0.0
0.72422385,1.0
0.08555715,0.0
0.5637817,1.0
0.400096,0.0
0.62092006,1.0
0.52336246,0.0
0.9004815,1.0
0.5592373,1.0
0.6692597,0.0
0.7992722,1.0
0.51360613,0.0
0.8787471,0.0
0.76369035,1.0
0.73182493,1.0
0.6574901,1.0
0.49151888,1.0
0.45565146,0.0
0.15171617,0.0
0.6146461,1.0
0.72638035,1.0
0.4371893,1.0
0.5699053,1.0
-0.08376823,0.0
0.67106235,1.0
-0.26994705,0.0
0.42448023,0.0
0.8958849,1.0
0.4713465,0.0
0.9449529,1.0
1.1783606,1.0
0.98828346,1.0
0.56900096,0.0
0.27577466,0.0
0.6023219,1.0
0.32257053,0.0
0.7525776,1.0
0.6993159,1.0
0.98309463,1.0
0.7823545,1.0
1.024017,1.0
0.41581115,0.0
0.35258704,0.0
0.73572916,1.0
0.5767729,0.0
0.17102408,0.0
0.25288537,0.0
0.3971255,1.0
-0.018748045,0.0
0.36660105,1.0
0.54449296,0.0
0.74138695,1.0
0.4883629,0.0
0.014656331,0.0
0.1065039,0.0
0.32492995,0.0
0.87651813,1.0
0.94126785,1.0
0.62951547,1.0
0.8958439,1.0
0.32521242,0.0
0.25992823,0.0
0.37162483,1.0
0.11956918,0.0
0.6203691,1.0
0.5822787,1.0
0.74159217,1.0
0.5679461,1.0
-0.06357001,0.0
0.5974671,1.0
0.6011246,0.0
0.74749255,0.0
0.49312136,0.0
0.26624238,0.0
0.59618765,1.0
0.5397162,0.0
0.88803476,1.0
0.5496052,1.0
0.43945742,0.0
0.323448,0.0
0.6136072,1.0
0.6512372,1.0
0.37757432,1.0
0.3054164,0.0
0.55543226,0.0
0.7173449,0.0
0.3146909,0.0
0.72007746,1.0
0.048139393,0.0
0.1108111,0.0
0.2863484,0.0
0.73157346,1.0
0.25230128,0.0
0.8463652,1.0
0.96308994,1.0
0.89563817,1.0
0.5096403,0.0
0.46622422,1.0
0.6346686,1.0
0.5150267,0.0
0.76138353,1.0
0.6636875,0.0
0.071805865,0.0
0.38468578,1.0
0.43755233,0.0
0.20198958,0.0
0.6316204,0.0
0.61927533,1.0
0.720576,1.0
0.010884717,0.0
0.5892462,1.0
0.7923714,1.0
0.9176516,1.0
0.30850312,0.0
0.82306546,1.0
0.8324411,1.0
0.78543544,1.0
0.18943976,0.0
0.6079435,1.0
0.59578604,1.0
0.652203,1.0
0.39427438,1.0
-0.34928998,0.0
-0.16532847,0.0
0.73477066,1.0
0.89249593,1.0
0.3536375,0.0
0.14656587,0.0
0.43696603,1.0
0.49181235,1.0
0.80745256,1.0
0.08494196,0.0
0.27953047,0.0
0.7280426,1.0
0.20057774,0.0
0.28950906,0.0
0.69227505,1.0
1.0162562,1.0
0.928783,1.0
0.35189867,0.0
0.11581524,0.0
0.11224968,0.0
0.55227023,1.0
0.86865836,1.0
0.30771703,1.0
0.8382157,1.0
0.37918276,0.0
0.8159557,1.0
0.6364158,1.0
0.61936194,0.0
0.25884914,1.0
0.52041,0.0
0.32064816,1.0
0.8495111,1.0
0.7469715,1.0
0.34567893,0.0
0.39482644,0.0
0.20094493,0.0
0.91165173,1.0
0.6405438,1.0
0.473433,0.0
0.6981173,1.0
0.8744785,1.0
0.68985814,1.0
0.71936625,0.0
0.47140947,0.0
0.40925628,0.0
0.73061633,1.0
0.14174964,0.0
-0.12887509,0.0
0.18994014,1.0
0.3952751,1.0
0.06969132,0.0
0.38454115,0.0
0.5968523,1.0
0.35848105,0.0
0.82257247,1.0
0.38225293,0.0
0.553558,1.0
0.06334299,0.0
0.34763914,0.0
0.21255669,0.0
0.9066495,1.0
0.35292792,0.0
0.26484606,0.0
0.5436537,0.0
0.014822316,0.0
0.34826502,0.0
0.9208487,1.0
0.9746049,1.0
0.38074258,0.0
0.89117235,1.0
0.24515477,0.0
0.09230398,0.0
0.7696649,1.0
0.45185676,0.0
0.13737938,0.0
0.54837614,0.0
0.87773025,1.0
0.66752046,0.0
0.5467063,1.0
0.7171135,1.0
0.50847447,0.0
0.532944,0.0
0.53288424,0.0
0.38705346,1.0
-0.06548457,0.0
0.6417676,1.0
0.42686749,0.0
0.6567339,1.0
0.87588614,1.0
0.43755716,1.0
0.605355,1.0
0.86739945,1.0
0.39813036,0.0
0.63693887,0.0
0.06366742,0.0
0.3459677,1.0
0.25722766,0.0
0.24393743,0.0
0.57550234,1.0
-0.070178635,0.0
0.7005218,1.0
0.6093326,1.0
0.80622965,1.0
0.5305539,1.0
0.8042597,1.0
0.5340942,1.0
0.49538252,1.0
0.42632216,1.0
0.9850478,1.0
0.5468364,1.0
-0.13038197,0.0
0.6226341,1.0
0.6641539,1.0
0.9671051,1.0
0.4644028,0.0
0.39445433,1.0
0.5216334,0.0
-0.03177427,0.0
0.2967794,0.0
0.41814163,0.0
0.93598574,1.0
0.3232398,0.0
0.093166225,0.0
0.7299705,1.0
0.56190187,1.0
0.318109,0.0
0.87087613,1.0
0.61767495,1.0
0.5811079,0.0
0.68284625,1.0
0.8514314,0.0
0.62455744,1.0
0.31291062,0.0
0.08459393,0.0
0.80186355,1.0
0.72171724,1.0
0.7363907,1.0
0.9431475,1.0
0.90495694,1.0
0.6156954,1.0
0.7013445,0.0
0.5041017,0.0
0.49752432,1.0
0.7724868,1.0
0.95278436,1.0
0.8259021,0.0
0.88187087,1.0
0.3254329,0.0
0.67015064,0.0
0.7676811,1.0
0.72601193,0.0
0.61798614,1.0
0.64899284,1.0
0.7472322,1.0
0.41480464,0.0
0.8333169,0.0
0.30975592,1.0
0.22539842,0.0
0.5031921,1.0
0.38191685,0.0
0.49306354,1.0
0.49789947,0.0
0.6392198,1.0
0.675507,1.0
0.380818,0.0
0.5227384,1.0
0.16980964,0.0
-0.14927238,0.0
0.30309623,0.0
0.27519855,1.0
0.6078285,1.0
0.7986624,1.0
0.09904255,0.0
0.33522186,0.0
0.30293125,0.0
0.009059699,0.0
0.08804988,0.0
0.70937014,1.0
0.68911386,1.0
0.6528929,1.0
0.11277811,0.0
0.29901174,0.0
0.46823442,1.0
0.40388435,0.0
0.20656493,0.0
-0.10442547,0.0
0.75171036,1.0
0.24258971,0.0
0.14399421,0.0
0.10417299,0.0
0.29031053,1.0
0.91359115,1.0
0.6436252,1.0
0.8073556,0.0
0.44602185,0.0
0.34156877,1.0
0.6185143,1.0
-0.018201638,0.0
0.44013232,1.0
0.28075433,0.0
0.5385273,1.0
0.64305663,1.0
0.4299764,1.0
0.55208486,1.0
0.7493776,1.0
0.1332914,0.0
-0.23797697,0.0
0.22675344,0.0
0.5807648,1.0
0.7186496,1.0
0.36807394,0.0
0.5731655,1.0
0.87227434,1.0
0.7383817,1.0
0.12561968,0.0
0.77336943,1.0
0.19476527,0.0
0.483364,0.0
0.23581296,0.0
0.009238677,0.0
0.15594533,0.0
0.2068957,1.0
0.9109391,1.0
0.5880878,1.0
0.19171277,0.0
0.46658242,0.0
0.13985732,0.0
0.7196953,0.0
0.76365244,1.0
0.17790493,0.0
0.63674456,1.0
0.38508976,0.0
0.43614838,1.0
0.62504154,1.0
0.3355227,0.0
0.93716794,1.0
0.65354127,0.0
-0.12069523,0.0
0.28188312,0.0
0.29500324,1.0
0.44243822,0.0
0.52455926,0.0
0.32166374,0.0
0.5007869,1.0
0.5230549,0.0
0.5908224,0.0
0.8859485,1.0
0.60977393,1.0
0.14212419,0.0
0.39287567,0.0
1.0409935,1.0
0.8803949,1.0
0.7663112,1.0
0.87962645,1.0
0.07717608,0.0
0.32082242,0.0
0.63506925,1.0
0.6137076,1.0
0.7798093,1.0
0.48881626,0.0
0.2142317,0.0
0.4086634,0.0
0.12109839,0.0
0.09483403,0.0
0.4639563,0.0
0.51235336,0.0
0.05227205,0.0
0.6931919,1.0
0.26148295,0.0
0.854555,1.0
0.47099292,0.0
0.958273,1.0
0.6360753,1.0
0.78503525,1.0
0.5582939,1.0
0.5107887,1.0
0.074095964,0.0
0.15271187,0.0
0.84213775,1.0
0.61761665,1.0
0.6047238,1.0
0.47267973,1.0
0.36033446,1.0
0.6295593,1.0
0.84614414,1.0
0.77849644,1.0
0.5658729,0.0
0.39214686,0.0
0.5526341,1.0
0.50188255,1.0
0.21893218,0.0
0.21169913,0.0
0.5633924,1.0
0.92047215,1.0
0.88958883,1.0
0.36705297,0.0
0.81664586,1.0
0.31616738,0.0
0.5017559,1.0
0.31307873,1.0
0.6195276,1.0
0.90806,1.0
0.6232551,1.0
0.9534289,1.0
0.44750303,0.0
0.17974937,0.0
1.0226849,1.0
0.4228382,0.0
0.5259165,0.0
0.34256208,1.0
0.6655044,1.0
0.12412824,0.0
0.5878057,1.0
0.9122021,1.0
0.68257046,1.0
0.4999787,1.0
0.8807884,1.0
0.5631152,0.0
0.6504509,1.0
-0.16039811,0.0
0.5085958,1.0
0.9468188,1.0
0.64643484,1.0
0.15738586,0.0
0.56504387,0.0
0.5360576,1.0
0.659091,1.0
0.28733334,0.0
0.45609522,0.0
0.89828575,1.0
0.08326694,0.0
0.1752904,0.0
0.39529586,0.0
0.18571602,0.0
0.43211442,1.0
0.21204159,0.0
0.635993,0.0
0.16214512,0.0
0.7769703,1.0
0.22601587,0.0
0.9312477,1.0
0.31626666,0.0
0.49918163,1.0
0.004421302,0.0
0.44385374,0.0
0.29268366,1.0
0.69368017,1.0
0.51767105,1.0
0.5330324,1.0
0.50919765,1.0
0.025615934,0.0
0.6943593,1.0
0.33548975,0.0
0.46322036,1.0
0.64768994,1.0
0.687808,1.0
0.32403722,0.0
0.53361666,1.0
0.45310712,0.0
0.023842182,0.0
0.39515215,0.0
0.51387954,0.0
0.36149856,0.0
-0.17418994,0.0
0.6198553,1.0
0.7496998,1.0
0.40790424,1.0
0.6387845,1.0
0.4933017,1.0
0.68531203,1.0
0.5557842,1.0
0.4040379,0.0
0.524612,0.0
0.032164432,0.0
0.008563851,0.0
0.7174783,1.0
0.8392168,1.0
-0.010753311,0.0
0.9097954,1.0
0.72828084,1.0
0.18015753,0.0
0.36320257,0.0
0.5768555,1.0
0.53000236,1.0
0.329856,0.0
0.7403392,1.0
0.73396695,1.0
0.38146347,0.0
0.11860632,0.0
0.8194095,1.0
0.22261241,0.0
0.15037774,0.0
0.38698286,0.0
0.57375526,0.0
0.22363834,0.0
0.35055935,1.0
0.8137344,1.0
0.68651885,1.0
0.42817932,0.0
0.040396944,0.0
0.7302534,1.0
0.83315486,1.0
0.41413847,1.0
0.14505436,0.0
0.6216213,1.0
0.4143545,0.0
0.799795,1.0
0.48888394,1.0
0.58443636,1.0
0.32141802,1.0
0.30732143,0.0
0.6438192,0.0
0.23863572,0.0
0.35333073,0.0
0.6008865,0.0
0.45525944,0.0
0.3982524,0.0
0.55228376,0.0
0.7725142,1.0
0.44267187,1.0
0.7360845,1.0
0.895803,1.0
0.64532983,1.0
-0.061630875,0.0
0.48489365,0.0
0.86859226,1.0
0.470766,0.0
0.50319827,0.0
0.75360775,1.0
0.18798672,0.0
0.46505353,0.0
0.6128201,1.0
0.12892137,0.0
0.9124241,1.0
0.044801332,0.0
0.4487832,1.0
0.10797294,0.0
0.64856845,1.0
0.5432137,1.0
0.46785527,1.0
0.57749856,1.0
-0.07430049,0.0
0.58856976,1.0
0.63272274,1.0
0.68877566,1.0
0.505082,0.0
0.57873803,1.0
0.41687468,0.0
0.16380155,0.0
0.3051352,0.0
0.7295208,1.0
0.7003782,1.0
1.0508044,1.0
0.72227514,1.0
0.6091584,1.0
0.37972745,1.0
0.7717429,1.0
0.6007726,1.0
0.39206532,0.0
0.48887378,1.0
0.61766946,1.0
0.6329151,0.0
0.33535418,0.0
0.3903076,1.0
0.9362851,1.0
0.82985103,1.0
0.64392084,1.0
0.7319498,1.0
0.5783857,1.0
0.8524265,1.0
0.78786486,1.0
0.5020607,0.0
0.78132784,1.0
0.9608974,1.0
0.69761103,0.0
0.31318855,0.0
0.1747534,0.0
0.52063215,1.0
0.71852183,1.0
